% Model,RLM_v7.mph
% Version,COMSOL 4.3.0.151
% Date,"Oct 6 2015, 19:24"
% Table,Table 4 - Axis Inductance ((-Az*nc*(L+5*taus+Lec)/(bs*hs*kfill/2))/Im)
% Im,(-Az*nc*(L+5*taus+Lec)/(bs*hs*kfill/2))/Im (H)
0.2,0.18237132929879682
0.5111111111111111,0.1823713292987966
0.8222222222222222,0.1823713292987967
1.1333333333333333,0.18237132929879704
1.4444444444444444,0.1823713292987965
1.7555555555555555,0.1823713292987967
2.066666666666667,0.18237132929879693
2.377777777777778,0.18237132929879687
2.688888888888889,0.18237132929879693
3,0.18237132929879704
